"date","close","open","high","low","volume","change"
"2023-8-6","17.8306","17.9307","18.0095","17.8008","163.27K","-0.56%"
"2023-8-5","17.9307","17.9301","17.9700","17.7303","171.80K","0.00%"
"2023-8-4","17.9301","17.9492","18.1313","17.7904","292.14K","-0.11%"
"2023-8-3","17.9492","18.0798","18.1787","17.8314","305.82K","-0.72%"
"2023-8-2","18.0798","18.5291","18.5902","17.9326","371.13K","-2.42%"
"2023-8-1","18.5291","18.4902","18.5581","17.9394","514.99K","0.21%"
"2023-7-31","18.4902","18.8693","19.0360","18.3841","493.80K","-2.01%"
"2023-7-30","18.8693","18.6109","19.0985","18.3066","790.19K","1.39%"
"2023-7-29","18.6109","18.4696","18.6296","18.4114","130.35K","0.77%"
"2023-7-28","18.4696","18.3903","18.8220","18.3811","442.56K","0.43%"
"2023-7-27","18.3903","18.3008","18.4193","18.0310","183.36K","0.49%"
"2023-7-26","18.3008","18.0828","18.4697","17.9219","335.64K","1.21%"
"2023-7-25","18.0828","18.1029","18.1878","17.9515","267.09K","-0.16%"
"2023-7-24","18.1118","18.7010","18.7601","17.8386","610.86K","-3.15%"
"2023-7-23","18.7010","18.4825","18.9005","18.4030","415.41K","1.18%"
"2023-7-22","18.4825","18.7500","18.8704","18.3493","260.12K","-1.42%"
"2023-7-21","18.7491","18.7002","18.8991","18.6003","291.10K","0.37%"
"2023-7-20","18.6798","18.7705","19.1880","18.5111","579.29K","-0.48%"
"2023-7-19","18.7705","18.7508","19.0803","18.7109","438.56K","0.11%"
"2023-7-18","18.7508","19.0602","19.1689","18.5218","527.94K","-1.62%"
"2023-7-17","19.0602","18.7882","19.1831","18.5094","725.40K","1.45%"
"2023-7-16","18.7882","19.2600","19.4193","18.7199","558.11K","-2.45%"
"2023-7-15","19.2600","19.0709","19.7614","18.9700","523.03K","0.99%"
"2023-7-14","19.0709","20.1918","20.3409","18.4810","1.82M","-5.55%"
"2023-7-13","20.1918","18.7904","20.2284","18.5986","1.38M","7.46%"
"2023-7-12","18.7904","18.8804","19.1840","18.5495","455.00K","-0.48%"
"2023-7-11","18.8804","18.9492","19.0517","18.6004","362.05K","-0.36%"
"2023-7-10","18.9492","18.6206","19.3503","18.1827","744.99K","1.78%"
"2023-7-9","18.6185","19.0005","19.1398","18.5401","282.92K","-2.01%"
"2023-7-8","19.0005","19.2196","19.3389","18.6805","398.62K","-1.14%"
"2023-7-7","19.2196","18.7191","19.2898","18.5798","659.96K","2.67%"
"2023-7-6","18.7191","19.3786","20.1110","18.6468","1.34M","-3.40%"
"2023-7-5","19.3786","19.5095","19.7167","18.6080","1.03M","-0.63%"
"2023-7-4","19.5007","20.0781","20.4435","19.3794","990.59K","-2.75%"
"2023-7-3","20.0515","20.3784","20.7385","19.8415","1.25M","-1.60%"
"2023-7-2","20.3784","20.8833","20.8897","19.7381","1.99M","-2.46%"
"2023-7-1","20.8919","20.9193","23.2123","20.6115","3.84M","-0.17%"
"2023-6-30","20.9282","18.0107","21.1266","17.9766","5.63M","16.20%"
"2023-6-29","18.0107","17.4709","18.5560","17.4695","721.23K","3.09%"
"2023-6-28","17.4709","18.6898","18.6898","17.1387","807.65K","-6.52%"
"2023-6-27","18.6898","18.6131","18.9087","18.2717","874.90K","0.41%"
"2023-6-26","18.6131","18.3513","19.4580","17.8209","1.85M","1.43%"
"2023-6-25","18.3513","19.2458","19.5365","18.0978","1.16M","-4.65%"
"2023-6-24","19.2458","18.8750","19.7289","18.0934","2.33M","1.96%"
"2023-6-23","18.8750","16.6325","19.1424","16.6211","1.69M","13.48%"
"2023-6-22","16.6325","16.7916","17.5202","16.5210","660.82K","-0.95%"
"2023-6-21","16.7916","15.7909","16.9681","15.7456","839.53K","6.34%"
"2023-6-20","15.7909","15.3780","15.8222","15.0101","347.77K","2.69%"
"2023-6-19","15.3780","15.2324","15.4405","15.1096","194.68K","0.96%"
"2023-6-18","15.2324","15.3400","15.5403","15.0822","261.08K","-0.70%"
"2023-6-17","15.3400","15.2492","15.5592","15.1111","253.50K","0.60%"
"2023-6-16","15.2492","15.0703","15.2814","14.7508","287.90K","1.19%"
"2023-6-15","15.0703","14.7487","15.1791","14.6928","390.49K","2.18%"
"2023-6-14","14.7487","15.2679","15.3603","14.4650","438.97K","-3.40%"
